# solver_mode=hierarchical
# particles=256
# constraints=930
# substeps=10
# grid=16x16
# stiffness=10000
time_s,step_time_ms,avg_ms,max_ms,error,particles,constraints
0.100000,0.079400,0.100583,0.203900,0.000000,256,930
0.200000,0.130700,0.094850,0.203900,0.000000,256,930
0.300000,0.078800,0.098650,0.236200,0.000000,256,930
0.400000,0.079600,0.094021,0.236200,0.000000,256,930
0.500000,0.079300,0.092747,0.236200,0.000000,256,930
0.600000,0.079000,0.098250,0.236200,0.000000,256,930
0.700000,0.212400,0.098736,0.236200,0.000000,256,930
0.800000,0.079900,0.096410,0.236200,1069.362440,256,930
0.900000,0.079700,0.097196,0.236200,3818.728312,256,930
1.000000,0.079100,0.097548,0.236200,3930.304606,256,930
1.100000,0.079200,0.099605,0.236200,2364.784265,256,930
1.200000,0.081700,0.100086,0.236200,1144.343174,256,930
1.300000,0.103700,0.104006,0.252700,2128.195696,256,930
1.400000,0.232700,0.104076,0.252700,952.344113,256,930
1.500000,0.079300,0.102412,0.252700,1614.956131,256,930
1.600000,0.080300,0.102576,0.252700,1012.920162,256,930
1.700000,0.078900,0.101251,0.252700,1751.411369,256,930
1.800000,0.079100,0.100016,0.252700,1002.912760,256,930
1.900000,0.078600,0.098961,0.252700,1315.830023,256,930
2.000000,0.078800,0.099240,0.252700,1561.144969,256,930
2.100000,0.079400,0.099499,0.252700,704.750216,256,930
2.200000,0.079000,0.100909,0.252700,1453.782120,256,930
2.300000,0.079100,0.101964,0.252700,1618.506993,256,930
2.400000,0.079800,0.102086,0.252700,3135.464589,256,930
2.500000,0.078800,0.103380,0.257000,3354.487671,256,930
2.600000,0.079100,0.102446,0.257000,2244.191676,256,930
2.700000,0.079300,0.102530,0.257000,706.035090,256,930
2.800000,0.078700,0.102598,0.257000,976.345311,256,930
2.900000,0.078900,0.101784,0.257000,896.134213,256,930
3.000000,0.079200,0.101031,0.257000,1103.051656,256,930
3.100000,0.079200,0.100325,0.257000,350.998802,256,930
3.200000,0.078600,0.100218,0.257000,1062.754768,256,930
3.300000,0.079100,0.100349,0.257000,766.533135,256,930
3.400000,0.079800,0.099732,0.257000,712.857302,256,930
3.500000,0.079400,0.099144,0.257000,616.486741,256,930
3.600000,0.079100,0.099294,0.257000,909.351988,256,930
3.700000,0.233000,0.099438,0.257000,818.210455,256,930
3.800000,0.079700,0.098908,0.257000,2277.593241,256,930
3.900000,0.079000,0.098401,0.257000,2990.525147,256,930
4.000000,0.079600,0.099073,0.257000,2592.623694,256,930
4.100000,0.079200,0.099210,0.257000,1219.928341,256,930
4.200000,0.079000,0.099339,0.257000,1239.930337,256,930
4.300000,0.079100,0.099463,0.257000,575.320234,256,930
4.400000,0.079400,0.099591,0.257000,1021.038539,256,930
4.500000,0.200300,0.100153,0.257000,993.868853,256,930
4.600000,0.079300,0.099691,0.257000,649.632066,256,930
4.700000,0.079200,0.099254,0.257000,1043.217259,256,930
4.800000,0.232300,0.100175,0.257000,749.899149,256,930
4.900000,0.079000,0.099744,0.257000,1022.833142,256,930
5.000000,0.079600,0.099846,0.257000,612.846891,256,930
5.100000,0.079300,0.099443,0.257000,1815.305124,256,930
5.200000,0.078900,0.099465,0.257000,2247.873949,256,930
5.300000,0.078900,0.099079,0.257000,1754.190943,256,930
5.400000,0.078800,0.100138,0.257000,1288.498560,256,930
5.500000,0.079100,0.099769,0.257000,1215.661966,256,930
5.600000,0.079000,0.100160,0.257000,669.303983,256,930
5.700000,0.079500,0.099793,0.257000,984.990059,256,930
5.800000,0.079100,0.099878,0.257000,912.372329,256,930
5.900000,0.079200,0.099539,0.257000,753.430927,256,930
6.000000,0.205900,0.099978,0.257000,1447.544490,256,930
6.100000,0.078600,0.099635,0.257000,1740.711224,256,930
6.200000,0.078800,0.099765,0.257000,1469.376444,256,930
6.300000,0.233500,0.099847,0.257000,1361.469982,256,930
6.400000,0.200900,0.099841,0.257000,612.905933,256,930
6.500000,0.078800,0.099916,0.257000,510.074345,256,930
6.600000,0.232200,0.100374,0.257000,736.989401,256,930
6.700000,0.079500,0.100074,0.257000,585.149171,256,930
6.800000,0.233100,0.100144,0.257000,633.406843,256,930
6.900000,0.079100,0.100952,0.257000,1354.466730,256,930
7.000000,0.079100,0.100640,0.257000,1586.249704,256,930
7.100000,0.079600,0.100339,0.257000,1283.237687,256,930
7.200000,0.200900,0.100742,0.259000,807.231060,256,930
7.300000,0.232600,0.100796,0.259000,466.002553,256,930
7.400000,0.078900,0.101195,0.259000,457.432992,256,930
7.500000,0.078900,0.100900,0.259000,506.831088,256,930
7.600000,0.233300,0.101289,0.259000,372.908782,256,930
7.700000,0.079200,0.101369,0.259000,896.637203,256,930
7.800000,0.078700,0.101410,0.259000,1407.419785,256,930
7.900000,0.232800,0.101789,0.259000,1312.717302,256,930
8.000000,0.233300,0.101825,0.259000,993.160222,256,930
8.100000,0.078700,0.101860,0.259000,453.528472,256,930
8.200000,0.079100,0.101829,0.259000,458.911197,256,930
8.300000,0.079400,0.101553,0.259000,302.035174,256,930
8.400000,0.200800,0.101834,0.259000,460.032395,256,930
8.500000,0.232900,0.102481,0.259000,853.347548,256,930
8.600000,0.078600,0.102505,0.259000,1297.847236,256,930
8.700000,0.079300,0.102528,0.259000,1228.622699,256,930
8.800000,0.081000,0.102556,0.259000,820.295977,256,930
8.900000,0.079100,0.102581,0.259000,437.953763,256,930
9.000000,0.078900,0.102589,0.259000,302.026166,256,930
9.100000,0.080400,0.102345,0.259000,301.441551,256,930
9.200000,0.233400,0.102378,0.259000,414.233094,256,930
9.300000,0.079200,0.102346,0.259000,887.881100,256,930
9.400000,0.078900,0.102370,0.259000,1190.950237,256,930
9.500000,0.078900,0.102669,0.259000,1100.222229,256,930
9.600000,0.079300,0.102422,0.259000,661.514608,256,930
9.700000,0.079300,0.102185,0.259000,333.841186,256,930
9.800000,0.078900,0.101951,0.259000,129.601949,256,930
9.900000,0.081800,0.101927,0.259000,328.365266,256,930
10.000000,0.078700,0.101701,0.259000,669.428637,256,930
10.100000,0.080800,0.101497,0.259000,1002.536624,256,930
10.200000,0.079200,0.101529,0.259000,1110.178260,256,930
10.300000,0.079000,0.101559,0.259000,897.206370,256,930
10.400000,0.078900,0.101343,0.259000,464.166256,256,930
10.500000,0.201100,0.101327,0.259000,158.054019,256,930
10.600000,0.079300,0.101309,0.259000,260.273417,256,930
10.700000,0.079200,0.101344,0.259000,385.403151,256,930
10.800000,0.078600,0.101135,0.259000,869.158229,256,930
10.900000,0.078900,0.100937,0.259000,1106.603383,256,930
11.000000,0.078900,0.100780,0.259000,996.548551,256,930
11.100000,0.078800,0.100766,0.259000,639.550823,256,930
11.200000,0.078600,0.100572,0.259000,308.556388,256,930
11.300000,0.079700,0.100381,0.259000,187.695238,256,930
11.400000,0.080800,0.100198,0.259000,232.868603,256,930
11.500000,0.079000,0.100013,0.259000,582.664123,256,930
11.600000,0.078900,0.099837,0.259000,987.502897,256,930
11.700000,0.200300,0.099830,0.259000,1110.042683,256,930
11.800000,0.079200,0.099660,0.259000,852.063585,256,930
11.900000,0.079000,0.099486,0.259000,450.912030,256,930
12.000000,0.078800,0.099316,0.259000,126.520502,256,930
12.100000,0.078900,0.099151,0.259000,218.965289,256,930
12.200000,0.079100,0.098987,0.259000,381.109573,256,930
12.300000,0.079300,0.098833,0.259000,762.565322,256,930
12.400000,0.079100,0.098879,0.259000,1025.269452,256,930
12.500000,0.079200,0.098722,0.259000,1025.673362,256,930
12.600000,0.078900,0.098733,0.259000,685.047819,256,930
12.700000,0.080500,0.098590,0.259000,294.259778,256,930
12.800000,0.079300,0.098595,0.259000,186.265677,256,930
12.900000,0.079000,0.098446,0.259000,236.530687,256,930
13.000000,0.080800,0.098301,0.259000,592.461839,256,930
13.100000,0.079300,0.098312,0.259000,905.454394,256,930
13.200000,0.079200,0.098167,0.259000,1020.261037,256,930
13.300000,0.079400,0.098024,0.259000,849.858262,256,930
