# solver_mode=hierarchical
# particles=4096
# constraints=16002
# substeps=10
# grid=64x64
# stiffness=10000
time_s,step_time_ms,avg_ms,max_ms,error,particles,constraints
9.900000,4.835400,4.895126,6.032900,36426.044843,4096,16002
10.000000,4.880600,4.894757,6.032900,49089.870914,4096,16002
10.100000,5.879900,4.895788,6.032900,56376.748158,4096,16002
10.200000,4.762800,4.896848,6.032900,54408.063637,4096,16002
10.300000,5.965600,4.897848,6.032900,53523.355469,4096,16002
10.400000,5.071700,4.899326,6.032900,59953.835864,4096,16002
10.500000,4.777400,4.898929,6.032900,71008.399076,4096,16002
10.600000,5.878700,4.901677,6.032900,86363.577336,4096,16002
10.700000,4.857400,4.904309,6.032900,98981.610996,4096,16002
10.800000,6.010500,4.905173,6.032900,107985.976977,4096,16002
10.900000,6.011500,4.909756,6.032900,121028.412064,4096,16002
11.000000,4.895400,4.909979,6.032900,141394.719076,4096,16002
11.100000,5.859000,4.913185,6.032900,150663.199985,4096,16002
11.200000,5.414100,4.915727,6.032900,148371.902307,4096,16002
11.300000,5.398000,4.915846,6.032900,145304.672250,4096,16002
11.400000,5.651900,4.917865,6.032900,140339.501044,4096,16002
11.500000,4.768500,4.919294,6.032900,132000.986227,4096,16002
11.600000,5.933900,4.920641,6.032900,129682.145892,4096,16002
11.700000,4.754700,4.921130,6.032900,114534.920617,4096,16002
11.800000,5.771900,4.922584,6.032900,92528.568857,4096,16002
11.900000,4.768500,4.922637,6.032900,75334.145912,4096,16002
12.000000,5.761700,4.925109,6.032900,66896.487718,4096,16002
12.100000,4.764000,4.925245,6.032900,47095.729461,4096,16002
12.200000,4.820600,4.925914,6.032900,25679.703273,4096,16002
12.300000,4.797600,4.924591,6.032900,30538.156619,4096,16002
12.400000,5.785500,4.924672,6.032900,48027.422307,4096,16002
12.500000,5.788600,4.924612,6.032900,48137.503512,4096,16002
12.600000,5.352900,4.925152,6.032900,47610.654618,4096,16002
12.700000,5.323900,4.925899,6.032900,49276.203171,4096,16002
12.800000,5.785000,4.929432,6.032900,49235.426926,4096,16002
12.900000,5.803100,4.931524,6.032900,34631.377981,4096,16002
13.000000,5.285300,4.934417,6.032900,23527.970198,4096,16002
13.100000,5.247800,4.936588,6.032900,40182.332489,4096,16002
13.200000,5.345000,4.938366,6.032900,48995.937494,4096,16002
13.300000,4.810500,4.939349,6.032900,44623.380915,4096,16002
13.400000,5.799700,4.941032,6.032900,43864.307807,4096,16002
13.500000,5.789100,4.942734,6.032900,50964.194792,4096,16002
13.600000,4.797000,4.942862,6.032900,41331.355378,4096,16002
13.700000,5.751400,4.945667,6.032900,26648.669893,4096,16002
13.800000,5.663600,4.948103,6.032900,29683.445420,4096,16002
13.900000,5.825800,4.950577,6.032900,43243.654518,4096,16002
14.000000,5.809600,4.952741,6.032900,46076.457267,4096,16002
14.100000,5.783300,4.955026,6.032900,42825.311685,4096,16002
14.200000,4.750500,4.955197,6.032900,46222.440481,4096,16002
14.300000,4.732200,4.953947,6.032900,47803.189449,4096,16002
14.400000,5.142100,4.954048,6.032900,39331.492054,4096,16002
14.500000,5.209700,4.955898,6.032900,40273.641453,4096,16002
14.600000,4.816000,4.955545,6.032900,54360.982740,4096,16002
14.700000,4.849100,4.954494,6.032900,71350.283195,4096,16002
14.800000,4.820800,4.954469,6.032900,85754.691834,4096,16002
14.900000,5.292800,4.954399,6.032900,101244.275462,4096,16002
15.000000,4.700100,4.953660,6.032900,114848.317219,4096,16002
